time, x, y, z, vx, vy, vz, gtx, gty, gtz, err
53.356000, -15.680459, -14.932044, 0.000000, 5.465858, 5.418453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.392000, -15.680459, -14.932044, 0.000000, 5.532524, 5.485120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.424000, -15.680459, -14.932044, 0.000000, 5.599191, 5.551786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.456000, -15.680459, -14.932044, 0.000000, 5.665858, 5.618453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.492000, -15.680459, -14.932044, 0.000000, 5.732524, 5.685120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.524000, -15.680459, -14.932044, 0.000000, 5.799191, 5.751786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.556000, -15.680459, -14.932044, 0.000000, 5.865858, 5.818453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.592000, -15.680459, -14.932044, 0.000000, 5.932524, 5.885120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.624000, -15.680459, -14.932044, 0.000000, 5.999191, 5.951786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.656000, -15.680459, -14.932044, 0.000000, 6.065858, 6.018453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.692000, -15.680459, -14.932044, 0.000000, 6.132524, 6.085120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.724000, -15.680459, -14.932044, 0.000000, 6.199191, 6.151786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.756000, -15.680459, -14.932044, 0.000000, 6.265858, 6.218453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.792000, -15.680459, -14.932044, 0.000000, 6.332524, 6.285120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.824000, -15.680459, -14.932044, 0.000000, 6.399191, 6.351786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.856000, -15.680459, -14.932044, 0.000000, 6.465858, 6.418453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.892000, -15.680459, -14.932044, 0.000000, 6.532524, 6.485120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.924000, -15.680459, -14.932044, 0.000000, 6.599191, 6.551786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.956000, -15.680459, -14.932044, 0.000000, 6.665858, 6.618453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
53.992000, -15.680459, -14.932044, 0.000000, 6.732524, 6.685120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.024000, -15.680459, -14.932044, 0.000000, 6.799191, 6.751786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.056000, -15.680459, -14.932044, 0.000000, 6.865858, 6.818453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.092000, -15.680459, -14.932044, 0.000000, 6.932524, 6.885120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.124000, -15.680459, -14.932044, 0.000000, 6.999191, 6.951786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.156000, -15.680459, -14.932044, 0.000000, 7.065858, 7.018453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.192000, -15.680459, -14.932044, 0.000000, 7.132524, 7.085120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.224000, -15.680459, -14.932044, 0.000000, 7.199191, 7.151786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.256000, -15.680459, -14.932044, 0.000000, 7.265858, 7.218453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.292000, -15.680459, -14.932044, 0.000000, 7.332524, 7.285120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.324000, -15.680459, -14.932044, 0.000000, 7.399191, 7.351786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.356000, -15.680459, -14.932044, 0.000000, 7.465858, 7.418453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.392000, -15.680459, -14.932044, 0.000000, 7.532524, 7.485120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.424000, -15.680459, -14.932044, 0.000000, 7.599191, 7.551786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.456000, -15.680459, -14.932044, 0.000000, 7.665858, 7.618453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.492000, -15.680459, -14.932044, 0.000000, 7.732524, 7.685120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.524000, -15.680459, -14.932044, 0.000000, 7.799191, 7.751786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.556000, -15.680459, -14.932044, 0.000000, 7.865858, 7.818453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.592000, -15.680459, -14.932044, 0.000000, 7.932524, 7.885120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.624000, -15.680459, -14.932044, 0.000000, 7.999191, 7.951786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.656000, -15.680459, -14.932044, 0.000000, 8.065858, 8.018453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.692000, -15.680459, -14.932044, 0.000000, 8.132524, 8.085120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.724000, -15.680459, -14.932044, 0.000000, 8.199191, 8.151786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.756000, -15.680459, -14.932044, 0.000000, 8.265858, 8.218453, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.792000, -15.680459, -14.932044, 0.000000, 8.332524, 8.285120, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.824000, -15.680459, -14.932044, 0.000000, 8.399191, 8.351786, 0.000000, 0.000000, 0.000000, 0.000000, 21.652777
54.856000, -15.078745, -16.429991, 0.000000, 7.631460, 3.247324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
54.892000, -15.078745, -16.429991, 0.000000, 7.698127, 3.313990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
54.924000, -15.078745, -16.429991, 0.000000, 7.764794, 3.380657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
54.956000, -15.078745, -16.429991, 0.000000, 7.831460, 3.447324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
54.992000, -15.078745, -16.429991, 0.000000, 7.898127, 3.513990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.024000, -15.078745, -16.429991, 0.000000, 7.964794, 3.580657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.056000, -15.078745, -16.429991, 0.000000, 8.031460, 3.647324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.092000, -15.078745, -16.429991, 0.000000, 8.098127, 3.713990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.124000, -15.078745, -16.429991, 0.000000, 8.164794, 3.780657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.156000, -15.078745, -16.429991, 0.000000, 8.231460, 3.847324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.192000, -15.078745, -16.429991, 0.000000, 8.298127, 3.913990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.224000, -15.078745, -16.429991, 0.000000, 8.364794, 3.980657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.256000, -15.078745, -16.429991, 0.000000, 8.431460, 4.047324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.292000, -15.078745, -16.429991, 0.000000, 8.498127, 4.113990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.324000, -15.078745, -16.429991, 0.000000, 8.564794, 4.180657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.356000, -15.078745, -16.429991, 0.000000, 8.631460, 4.247324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.392000, -15.078745, -16.429991, 0.000000, 8.698127, 4.313990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.424000, -15.078745, -16.429991, 0.000000, 8.764794, 4.380657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.456000, -15.078745, -16.429991, 0.000000, 8.831460, 4.447324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.492000, -15.078745, -16.429991, 0.000000, 8.898127, 4.513990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.524000, -15.078745, -16.429991, 0.000000, 8.964794, 4.580657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.556000, -15.078745, -16.429991, 0.000000, 9.031460, 4.647324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.592000, -15.078745, -16.429991, 0.000000, 9.098127, 4.713990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.624000, -15.078745, -16.429991, 0.000000, 9.164794, 4.780657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.656000, -15.078745, -16.429991, 0.000000, 9.231460, 4.847324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.692000, -15.078745, -16.429991, 0.000000, 9.298127, 4.913990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.724000, -15.078745, -16.429991, 0.000000, 9.364794, 4.980657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.756000, -15.078745, -16.429991, 0.000000, 9.431460, 5.047324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.792000, -15.078745, -16.429991, 0.000000, 9.498127, 5.113990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.824000, -15.078745, -16.429991, 0.000000, 9.564794, 5.180657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.856000, -15.078745, -16.429991, 0.000000, 9.631460, 5.247324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.892000, -15.078745, -16.429991, 0.000000, 9.698127, 5.313990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.924000, -15.078745, -16.429991, 0.000000, 9.764794, 5.380657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.956000, -15.078745, -16.429991, 0.000000, 9.831460, 5.447324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
55.992000, -15.078745, -16.429991, 0.000000, 9.898127, 5.513990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.024000, -15.078745, -16.429991, 0.000000, 9.964794, 5.580657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.056000, -15.078745, -16.429991, 0.000000, 10.031460, 5.647324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.092000, -15.078745, -16.429991, 0.000000, 10.098127, 5.713990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.124000, -15.078745, -16.429991, 0.000000, 10.164794, 5.780657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.156000, -15.078745, -16.429991, 0.000000, 10.231460, 5.847324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.192000, -15.078745, -16.429991, 0.000000, 10.298127, 5.913990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.224000, -15.078745, -16.429991, 0.000000, 10.364794, 5.980657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.256000, -15.078745, -16.429991, 0.000000, 10.431460, 6.047324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.292000, -15.078745, -16.429991, 0.000000, 10.498127, 6.113990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.324000, -15.078745, -16.429991, 0.000000, 10.564794, 6.180657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.356000, -15.078745, -16.429991, 0.000000, 10.631460, 6.247324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.392000, -15.078745, -16.429991, 0.000000, 10.698127, 6.313990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.424000, -15.078745, -16.429991, 0.000000, 10.764794, 6.380657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.456000, -15.078745, -16.429991, 0.000000, 10.831460, 6.447324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.492000, -15.078745, -16.429991, 0.000000, 10.898127, 6.513990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.524000, -15.078745, -16.429991, 0.000000, 10.964794, 6.580657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.556000, -15.078745, -16.429991, 0.000000, 11.031460, 6.647324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.592000, -15.078745, -16.429991, 0.000000, 11.098127, 6.713990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.624000, -15.078745, -16.429991, 0.000000, 11.164794, 6.780657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.656000, -15.078745, -16.429991, 0.000000, 11.231460, 6.847324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.692000, -15.078745, -16.429991, 0.000000, 11.298127, 6.913990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.724000, -15.078745, -16.429991, 0.000000, 11.364794, 6.980657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.756000, -15.078745, -16.429991, 0.000000, 11.431460, 7.047324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.792000, -15.078745, -16.429991, 0.000000, 11.498127, 7.113990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.824000, -15.078745, -16.429991, 0.000000, 11.564794, 7.180657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.856000, -15.078745, -16.429991, 0.000000, 11.631460, 7.247324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.892000, -15.078745, -16.429991, 0.000000, 11.698127, 7.313990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.924000, -15.078745, -16.429991, 0.000000, 11.764794, 7.380657, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.956000, -15.078745, -16.429991, 0.000000, 11.831460, 7.447324, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
56.992000, -15.078745, -16.429991, 0.000000, 11.898127, 7.513990, 0.000000, 0.000000, 0.000000, 0.000000, 22.300519
57.024000, -14.449771, -16.522791, 0.000000, 4.095672, 7.409355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.056000, -14.449771, -16.522791, 0.000000, 4.162339, 7.476022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.092000, -14.449771, -16.522791, 0.000000, 4.229006, 7.542689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.124000, -14.449771, -16.522791, 0.000000, 4.295672, 7.609355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.156000, -14.449771, -16.522791, 0.000000, 4.362339, 7.676022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.192000, -14.449771, -16.522791, 0.000000, 4.429006, 7.742689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.224000, -14.449771, -16.522791, 0.000000, 4.495672, 7.809355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.256000, -14.449771, -16.522791, 0.000000, 4.562339, 7.876022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.292000, -14.449771, -16.522791, 0.000000, 4.629006, 7.942689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.324000, -14.449771, -16.522791, 0.000000, 4.695672, 8.009355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.356000, -14.449771, -16.522791, 0.000000, 4.762339, 8.076022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.392000, -14.449771, -16.522791, 0.000000, 4.829006, 8.142689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.424000, -14.449771, -16.522791, 0.000000, 4.895672, 8.209355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.456000, -14.449771, -16.522791, 0.000000, 4.962339, 8.276022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.492000, -14.449771, -16.522791, 0.000000, 5.029006, 8.342689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.524000, -14.449771, -16.522791, 0.000000, 5.095672, 8.409355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.556000, -14.449771, -16.522791, 0.000000, 5.162339, 8.476022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.592000, -14.449771, -16.522791, 0.000000, 5.229006, 8.542689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.624000, -14.449771, -16.522791, 0.000000, 5.295672, 8.609355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.656000, -14.449771, -16.522791, 0.000000, 5.362339, 8.676022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.692000, -14.449771, -16.522791, 0.000000, 5.429006, 8.742689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.724000, -14.449771, -16.522791, 0.000000, 5.495672, 8.809355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.756000, -14.449771, -16.522791, 0.000000, 5.562339, 8.876022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.792000, -14.449771, -16.522791, 0.000000, 5.629006, 8.942689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.824000, -14.449771, -16.522791, 0.000000, 5.695672, 9.009355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.856000, -14.449771, -16.522791, 0.000000, 5.762339, 9.076022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.892000, -14.449771, -16.522791, 0.000000, 5.829006, 9.142689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.924000, -14.449771, -16.522791, 0.000000, 5.895672, 9.209355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.956000, -14.449771, -16.522791, 0.000000, 5.962339, 9.276022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
57.992000, -14.449771, -16.522791, 0.000000, 6.029006, 9.342689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.024000, -14.449771, -16.522791, 0.000000, 6.095672, 9.409355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.056000, -14.449771, -16.522791, 0.000000, 6.162339, 9.476022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.092000, -14.449771, -16.522791, 0.000000, 6.229006, 9.542689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.124000, -14.449771, -16.522791, 0.000000, 6.295672, 9.609355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.156000, -14.449771, -16.522791, 0.000000, 6.362339, 9.676022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.192000, -14.449771, -16.522791, 0.000000, 6.429006, 9.742689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.224000, -14.449771, -16.522791, 0.000000, 6.495672, 9.809355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.256000, -14.449771, -16.522791, 0.000000, 6.562339, 9.876022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.292000, -14.449771, -16.522791, 0.000000, 6.629006, 9.942689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.324000, -14.449771, -16.522791, 0.000000, 6.695672, 10.009355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.356000, -14.449771, -16.522791, 0.000000, 6.762339, 10.076022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.392000, -14.449771, -16.522791, 0.000000, 6.829006, 10.142689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.424000, -14.449771, -16.522791, 0.000000, 6.895672, 10.209355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.456000, -14.449771, -16.522791, 0.000000, 6.962339, 10.276022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.492000, -14.449771, -16.522791, 0.000000, 7.029006, 10.342689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.524000, -14.449771, -16.522791, 0.000000, 7.095672, 10.409355, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.556000, -14.449771, -16.522791, 0.000000, 7.162339, 10.476022, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.592000, -14.449771, -16.522791, 0.000000, 7.229006, 10.542689, 0.000000, 0.000000, 0.000000, 0.000000, 21.949909
58.624000, -14.792709, -16.165374, 0.000000, 5.305738, 8.447837, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.656000, -14.792709, -16.165374, 0.000000, 5.372405, 8.514503, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.692000, -14.792709, -16.165374, 0.000000, 5.439071, 8.581170, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.724000, -14.792709, -16.165374, 0.000000, 5.505738, 8.647837, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.756000, -14.792709, -16.165374, 0.000000, 5.572405, 8.714503, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.792000, -14.792709, -16.165374, 0.000000, 5.639071, 8.781170, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.824000, -14.792709, -16.165374, 0.000000, 5.705738, 8.847837, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.856000, -14.792709, -16.165374, 0.000000, 5.772405, 8.914503, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.892000, -14.792709, -16.165374, 0.000000, 5.839071, 8.981170, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.924000, -14.792709, -16.165374, 0.000000, 5.905738, 9.047837, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.956000, -14.792709, -16.165374, 0.000000, 5.972405, 9.114503, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
58.992000, -14.792709, -16.165374, 0.000000, 6.039071, 9.181170, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
59.024000, -14.792709, -16.165374, 0.000000, 6.105738, 9.247837, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
59.056000, -14.792709, -16.165374, 0.000000, 6.172405, 9.314503, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
59.092000, -14.792709, -16.165374, 0.000000, 6.239071, 9.381170, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
59.124000, -14.792709, -16.165374, 0.000000, 6.305738, 9.447837, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
59.156000, -14.792709, -16.165374, 0.000000, 6.372405, 9.514503, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
59.192000, -14.792709, -16.165374, 0.000000, 6.439071, 9.581170, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
59.224000, -14.792709, -16.165374, 0.000000, 6.505738, 9.647837, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
59.256000, -14.792709, -16.165374, 0.000000, 6.572405, 9.714503, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
59.292000, -14.792709, -16.165374, 0.000000, 6.639071, 9.781170, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
59.324000, -14.792709, -16.165374, 0.000000, 6.705738, 9.847837, 0.000000, 0.000000, 0.000000, 0.000000, 21.912178
